,Date,Time,Signal(dBm),Noise(dBm),Channel,Mode,SSID,BSSID,Frequency (GHz)
4643,5/10/2023 13:35:26,1696512926,-71,-82,1, g/n,Global_Students ,A8-9D-21-5C-C2-F4,
4724,5/10/2023 13:35:26,1696512926,-80,-79,1, g/n,[Hidden SSID] ,8A-45-58-21-0C-E6,
4760,5/10/2023 13:35:26,1696512926,-73,-83,6, g/n,[Hidden SSID] ,A8-9D-21-5F-51-F5,
5117,5/10/2023 13:35:26,1696512926,-93,-94,52, a/n,Global_Students ,1C-E6-C7-E0-1F-2B,
5161,5/10/2023 13:35:26,1696512926,-91,-95,100, ac,eduroam ,08-CC-68-B4-5F-DF,
5198,5/10/2023 13:35:26,1696512926,-80,-78,1, b/g/n,Warrane Staff ,78-45-58-21-06-91,
5270,5/10/2023 13:35:26,1696512926,-78,-76,6, b/g/n,HA Staff ,7E-45-58-1D-FF-F6,
5286,5/10/2023 13:35:26,1696512926,-91,-94,100, ac,UNSW Guest ,08-CC-68-B4-AF-4C,
5376,5/10/2023 13:35:26,1696512926,-87,-95,100, ac,Global_Students ,08-CC-68-B4-5F-DB,
5493,5/10/2023 13:35:26,1696512926,-79,-76,6, b/g/n,Telstra0E3A ,CC-40-D0-E6-C3-C5,
5519,5/10/2023 13:35:26,1696512926,-83,-76,6, b/g/n,[Hidden SSID] ,86-45-58-1D-FE-05,
5847,5/10/2023 13:35:26,1696512926,-87,-95,44, ac,[Hidden SSID] ,A0-0F-37-4C-09-EA,
5879,5/10/2023 13:35:26,1696512926,-79,-83,6, b/g/n,Warrane Staff ,78-45-58-21-14-96,
5953,5/10/2023 13:35:26,1696512926,-75,-95,52, ac,[Hidden SSID] ,A8-9D-21-5F-51-FB,
6132,5/10/2023 13:35:26,1696512926,-85,-86,1, b/g/n,Warrane Guest ,82-45-58-21-19-4A,
6236,5/10/2023 13:35:26,1696512926,-84,-93,157, ac,uniwide ,1C-E6-C7-5B-89-37,
6342,5/10/2023 13:35:26,1696512926,-68,-94,149, ac,LSA Screen Control LR ,78-45-58-45-C1-5D,
6393,5/10/2023 13:35:26,1696512926,-76,-94,100, ac,uniwide ,A8-9D-21-5F-4C-9E,
6439,5/10/2023 13:35:26,1696512926,-92,-95,36, ac,[Hidden SSID] ,8E-45-58-1E-FB-E8,
6455,5/10/2023 13:35:26,1696512926,-78,-76,6, b/g/n,Warrane Guest ,82-45-58-1D-FF-F6,
6560,5/10/2023 13:35:26,1696512926,-92,-95,52, ac,uniwide ,08-CC-68-B4-9E-3E,
6736,5/10/2023 13:35:26,1696512926,-94,-95,132, ac,Global_Students ,08-CC-68-B5-F2-9B,
6751,5/10/2023 13:35:26,1696512926,-90,-94,64, ac,Global_Students ,7C-0E-CE-DC-5D-0C,
6842,5/10/2023 13:35:26,1696512926,-83,-79,11, b/g/n,AT_401_RAC_056905_WW_15e6 ,DE-03-98-C7-15-E6,
7050,5/10/2023 13:35:26,1696512926,-93,-95,40, ac,[Hidden SSID] ,8A-45-58-22-19-9E,
7096,5/10/2023 13:35:26,1696512926,-52,-95,108, ac,UNSW Guest ,A0-0F-37-4C-7B-0C,
7118,5/10/2023 13:35:26,1696512926,-75,-79,11, b/g/n,AT_401_RAC_056905_WW_b099 ,FA-B9-5A-CB-B0-99,
7175,5/10/2023 13:35:26,1696512926,-87,-93,153, ac,NC Admin ,D8-38-FC-08-DD-CC,
7235,5/10/2023 13:35:26,1696512926,-74,-87,1, b/g/n,Warrane Staff ,78-45-58-21-14-9A,
7263,5/10/2023 13:35:26,1696512926,-87,-95,40, ac,Global_Students ,08-CC-68-B4-92-2B,
7688,5/10/2023 13:35:26,1696512926,-71,-81,6, b/g/n,Warrane Guest ,82-45-58-1D-FE-05,
7705,5/10/2023 13:35:26,1696512926,-81,-94,100, ac,[Hidden SSID] ,08-CC-68-B4-AF-4B,
8025,5/10/2023 13:35:26,1696512926,-84,-93,157, ac,eduroam ,1C-E6-C7-5B-89-36,
8438,5/10/2023 13:35:26,1696512926,-70,-78,1, g/n,[Hidden SSID] ,A0-0F-37-4C-7B-05,
8473,5/10/2023 13:35:26,1696512926,-72,-83,6, b/g/n,HA Staff ,7E-45-58-21-18-F3,
8567,5/10/2023 13:35:26,1696512926,-92,-95,40, ac,[Hidden SSID] ,8E-45-58-22-19-9E,
8571,5/10/2023 13:35:26,1696512926,-77,-78,1, b/g/n,Warrane Staff ,78-45-58-21-19-76,
8581,5/10/2023 13:35:26,1696512926,-79,-94,100, ac,UNSW Guest ,A8-9D-21-5F-4C-9D,
8686,5/10/2023 13:35:26,1696512926,-80,-95,52, ac,UNSW Guest ,A8-9D-21-5F-51-FC,
8775,5/10/2023 13:35:26,1696512926,-84,-94,44, ac,Global_Students ,A0-0F-37-4C-09-ED,
9076,5/10/2023 13:35:26,1696512926,-87,-95,52, ac,NC Admin ,D8-38-FC-4B-22-EC,
9190,5/10/2023 13:35:26,1696512926,-91,-95,132, ac,[Hidden SSID] ,D0-72-DC-53-63-3A,
9195,5/10/2023 13:35:26,1696512926,-84,-78,3, g/n,NC Admin ,D8-38-FC-4B-22-E8,
9275,5/10/2023 13:35:26,1696512926,-75,-78,6, g/n,[Hidden SSID] ,8A-45-58-1D-F8-FF,
9293,5/10/2023 13:35:26,1696512926,-91,-95,56, ac,[Hidden SSID] ,A8-9D-21-5C-C2-FA,
9335,5/10/2023 13:35:26,1696512926,-93,-95,40, ac,HA Staff ,82-45-58-22-19-9E,
9373,5/10/2023 13:35:26,1696512926,-85,-95,157, a/n,[Hidden SSID] ,1C-E6-C7-5B-89-3A,
9504,5/10/2023 13:35:26,1696512926,-68,-95,108, ac,[Hidden SSID] ,A0-0F-37-4C-7B-0B,
9749,5/10/2023 13:35:26,1696512926,-74,-76,6, b/g/n,[Hidden SSID] ,86-45-58-1D-F8-FF,
10301,5/10/2023 13:35:26,1696512926,-86,-95,100, ac,[Hidden SSID] ,08-CC-68-B4-5F-DD,
10354,5/10/2023 13:35:26,1696512926,-83,-95,157, a/n,[Hidden SSID] ,1C-E6-C7-5B-89-3B,
10420,5/10/2023 13:35:26,1696512926,-87,-79,6, g/n,[Hidden SSID] ,8A-45-58-21-17-81,
10474,5/10/2023 13:35:26,1696512926,-63,-95,108, ac,[Hidden SSID] ,A0-0F-37-4C-7B-0A,
10586,5/10/2023 13:35:26,1696512926,-79,-79,1, b/g/n,Warrane Staff ,78-45-58-21-0C-E6,
10671,5/10/2023 13:35:26,1696512926,-87,-95,40, ac,uniwide ,08-CC-68-B4-92-2E,
10895,5/10/2023 13:35:26,1696512926,-88,-94,100, ac,[Hidden SSID] ,08-CC-68-B4-AF-4A,
11013,5/10/2023 13:35:26,1696512926,-90,-94,149, ax,DIRECT-PFLAPTOP-1QJEBLU5msKI ,DE-1B-A1-04-D1-7F,
11122,5/10/2023 13:35:26,1696512926,-77,-94,100, ac,Global_Students ,A8-9D-21-5F-4C-9C,
11218,5/10/2023 13:35:26,1696512926,-68,-78,11, b/g/n,[Hidden SSID] ,26-5A-4C-B5-79-FD,
11228,5/10/2023 13:35:26,1696512926,-78,-95,52, ac,Global_Students ,A8-9D-21-5F-51-FD,
11373,5/10/2023 13:35:26,1696512926,-85,-94,44, ac,UNSW Guest ,A0-0F-37-4C-09-EC,
11654,5/10/2023 13:35:26,1696512926,-81,-78,6, b/g/n,Warrane Staff ,78-45-58-21-18-B7,
11730,5/10/2023 13:35:26,1696512926,-81,-95,52, ac,[Hidden SSID] ,A8-9D-21-5F-51-FA,
12114,5/10/2023 13:35:26,1696512926,-74,-95,100, ac,eduroam ,A8-9D-21-5F-4C-9F,
12157,5/10/2023 13:35:26,1696512926,-92,-95,40, ac,Warrane Guest ,86-45-58-22-19-9E,
12181,5/10/2023 13:35:26,1696512926,-89,-92,40, ac,Warrane Guest ,26-5A-4C-B5-79-FE,
12244,5/10/2023 13:35:26,1696512926,-88,-82,1, g/n,UNSW Guest ,08-CC-68-B4-92-23,
12290,5/10/2023 13:35:26,1696512926,-93,-95,56, ac,UNSW Guest ,A8-9D-21-5C-C2-FC,
12472,5/10/2023 13:35:26,1696512926,-92,-95,132, ac,UNSW Guest ,D0-72-DC-53-63-3C,
12499,5/10/2023 13:35:26,1696512926,-88,-92,40, ac,Print ,8A-45-58-1E-FF-F6,
12531,5/10/2023 13:35:26,1696512926,-89,-92,40, ac,[Hidden SSID] ,08-CC-68-B4-92-2D,
12550,5/10/2023 13:35:26,1696512926,-74,-76,6, b/g/n,Warrane Guest ,82-45-58-1D-F8-FF,
12608,5/10/2023 13:35:26,1696512926,-82,-78,1, g/n,Guest-Shalom ,84-18-3A-98-D7-08,
12662,5/10/2023 13:35:26,1696512926,-85,-94,100, ac,Global_Students ,08-CC-68-B4-AF-4D,
12797,5/10/2023 13:35:26,1696512926,-91,-95,132, ac,[Hidden SSID] ,90-3A-72-BE-B0-87,
12873,5/10/2023 13:35:26,1696512926,-81,-76,6, g/n,[Hidden SSID] ,8A-45-58-1D-FE-05,
12968,5/10/2023 13:35:26,1696512926,-93,-94,64, a/n,eduroam ,1C-E6-C7-3E-60-CE,
13026,5/10/2023 13:35:26,1696512926,-52,-95,108, ac,Global_Students ,A0-0F-37-4C-7B-0D,
13055,5/10/2023 13:35:26,1696512926,-72,-79,6, g/n,Global_Students ,A8-9D-21-5F-51-F2,
13832,5/10/2023 13:35:26,1696512926,-87,-94,44, ac,[Hidden SSID] ,A0-0F-37-4C-09-EB,
13895,5/10/2023 13:35:26,1696512926,-85,-93,157, ac,UNSW Guest ,1C-E6-C7-5B-89-34,
14021,5/10/2023 13:35:26,1696512926,-74,-76,6, b/g/n,HA Staff ,7E-45-58-1D-F8-FF,
14176,5/10/2023 13:35:26,1696512926,-81,-95,40, ac,Warrane Staff ,7E-45-58-1E-F8-FF,
14354,5/10/2023 13:35:26,1696512926,-77,-78,11, g/n,[Hidden SSID] ,8A-45-58-21-19-D9,
14404,5/10/2023 13:35:26,1696512926,-76,-94,40, ac,[Hidden SSID] ,24-5A-4C-95-79-FE,
14440,5/10/2023 13:35:26,1696512926,-82,-92,40, ac,[Hidden SSID] ,8E-45-58-22-05-D4,
14607,5/10/2023 13:35:26,1696512926,-78,-95,52, ac,uniwide ,A8-9D-21-5F-51-FF,
14615,5/10/2023 13:35:26,1696512926,-45,-78,1, g/n,uniwide ,A0-0F-37-4C-7B-00,
14704,5/10/2023 13:35:26,1696512926,-83,-92,40, ac,HA Staff ,82-45-58-22-05-D4,
14805,5/10/2023 13:35:26,1696512926,-83,-76,6, b/g/n,HA Staff ,7E-45-58-21-18-B7,
14945,5/10/2023 13:35:26,1696512926,-89,-93,157, ac,[Hidden SSID] ,1C-E6-C7-5B-89-33,
14964,5/10/2023 13:35:26,1696512926,-78,-94,100, ac,[Hidden SSID] ,A8-9D-21-5F-4C-9A,
15222,5/10/2023 13:35:26,1696512926,-83,-82,1, b/g/n,Warrane Guest ,82-45-58-21-05-D4,
15370,5/10/2023 13:35:26,1696512926,-68,-78,11, b/g/n,Warrane Staff ,24-5A-4C-95-79-FD,
15482,5/10/2023 13:35:26,1696512926,-74,-76,6, b/g/n,Warrane Staff ,78-45-58-1D-F8-FF,
15538,5/10/2023 13:35:26,1696512926,-90,-82,1, b/g/n,Yarraton-RS ,F4-92-BF-CD-73-0E,
15687,5/10/2023 13:35:26,1696512926,-84,-94,44, ac,eduroam ,A0-0F-37-4C-09-EE,
15839,5/10/2023 13:35:26,1696512926,-73,-83,6, g/n,eduroam ,A8-9D-21-5F-51-F1,
16068,5/10/2023 13:35:26,1696512926,-83,-78,3, ax,[Hidden SSID] ,94-A6-7E-50-F6-AB,
16083,5/10/2023 13:35:26,1696512926,-91,-94,64, a/n,[Hidden SSID] ,1C-E6-C7-3E-60-CB,
16113,5/10/2023 13:35:26,1696512926,-92,-95,56, ac,[Hidden SSID] ,A8-9D-21-5C-C2-FD,
16325,5/10/2023 13:35:26,1696512926,-86,-78,1, g/n,[Hidden SSID] ,8A-45-58-21-19-76,
16455,5/10/2023 13:35:26,1696512926,-82,-81,6, g/n,[Hidden SSID] ,8A-45-58-21-14-96,
16503,5/10/2023 13:35:26,1696512926,-92,-95,132, ac,eduroam ,D0-72-DC-53-63-3E,
16572,5/10/2023 13:35:26,1696512926,-86,-94,56, ac,uniwide ,A8-9D-21-5C-C2-FE,
16689,5/10/2023 13:35:26,1696512926,-69,-78,11, b/g/n,Warrane Guest ,26-5A-4C-A5-79-FD,
16757,5/10/2023 13:35:26,1696512926,-82,-93,157, a/n,eduroam ,1C-E6-C7-5B-89-3E,
16896,5/10/2023 13:35:26,1696512926,-89,-95,40, ac,Warrane Guest ,86-45-58-22-14-9A,
16928,5/10/2023 13:35:26,1696512926,-53,-95,108, ac,uniwide ,A0-0F-37-4C-7B-0F,
16954,5/10/2023 13:35:26,1696512926,-74,-81,6, g/n,uniwide ,A8-9D-21-5F-51-F0,
17026,5/10/2023 13:35:26,1696512926,-80,-78,1, b/g/n,Warrane Guest ,82-45-58-21-0C-E6,
17167,5/10/2023 13:35:26,1696512926,-88,-82,1, g/n,[Hidden SSID] ,02-92-BF-CD-73-0E,
17237,5/10/2023 13:35:26,1696512926,-82,-92,40, ac,[Hidden SSID] ,8A-45-58-22-05-D4,
17329,5/10/2023 13:35:26,1696512926,-92,-95,48, ac,Warrane Guest ,86-45-58-1E-FE-05,
17498,5/10/2023 13:35:26,1696512926,-87,-94,132, ac,_Superloop-NewCollege5Ghz ,D8-38-FC-DF-13-6C,
17706,5/10/2023 13:35:26,1696512926,-82,-92,40, ac,Warrane Staff ,7E-45-58-22-05-D4,
17739,5/10/2023 13:35:26,1696512926,-90,-94,104, ac,Superloop-New College ,D8-38-FC-1F-10-AC,
17788,5/10/2023 13:35:26,1696512926,-89,-93,157, ac,[Hidden SSID] ,1C-E6-C7-5B-89-32,
18068,5/10/2023 13:35:26,1696512926,-86,-95,52, ac,_Superloop-NewCollege5Ghz ,D8-38-FC-CB-22-EC,
18071,5/10/2023 13:35:26,1696512926,-82,-93,48, ac,Warrane Guest ,86-45-58-22-14-96,
18154,5/10/2023 13:35:26,1696512926,-78,-76,6, b/g/n,Print ,86-45-58-1D-FF-F6,
18174,5/10/2023 13:35:26,1696512926,-45,-78,1, g/n,eduroam ,A0-0F-37-4C-7B-01,
18194,5/10/2023 13:35:26,1696512926,-86,-86,1, g/n,[Hidden SSID] ,8A-45-58-21-05-35,
18296,5/10/2023 13:35:26,1696512926,-86,-95,40, ac,Warrane Staff ,26-5A-4C-95-79-FE,
18464,5/10/2023 13:35:26,1696512926,-83,-78,1, b/g/n,HA Staff ,7E-45-58-21-0C-E6,
18749,5/10/2023 13:35:26,1696512926,-81,-95,40, ac,HA Staff ,82-45-58-1E-F8-FF,
97,5/10/2023 13:35:56,1696512956,-79,-82,11, b/g/n,HA Staff ,7E-45-58-21-19-D9,
135,5/10/2023 13:35:56,1696512956,-92,-94,64, ac,uniwide ,1C-E6-C7-3E-60-C7,
314,5/10/2023 13:35:56,1696512956,-84,-77,6, b/g/n,Warrane Guest ,82-45-58-21-00-17,
320,5/10/2023 13:35:56,1696512956,-76,-77,6, b/g/n,Warrane Staff ,78-45-58-21-18-F3,
537,5/10/2023 13:35:56,1696512956,-79,-93,157, ac,Global_Students ,1C-E6-C7-5B-89-35,
683,5/10/2023 13:35:56,1696512956,-69,-77,11, g/n,uniwide ,A0-0F-37-4C-09-E0,
826,5/10/2023 13:35:56,1696512956,-88,-92,40, ac,[Hidden SSID] ,8E-45-58-1E-FF-F6,
901,5/10/2023 13:35:56,1696512956,-68,-77,11, b/g/n,AT_401_RAC_056905_WW_86b6 ,FA-B9-5A-CB-86-B6,
959,5/10/2023 13:35:56,1696512956,-82,-94,100, ac,eduroam ,08-CC-68-B4-AF-4E,
1029,5/10/2023 13:35:56,1696512956,-93,-93,149, ac,eduroam ,1C-E6-C7-3E-61-C6,
1227,5/10/2023 13:35:56,1696512956,-87,-95,60, ac,Superloop-New College ,D8-38-FC-34-8F-7C,
1328,5/10/2023 13:35:56,1696512956,-92,-94,132, ac,uniwide ,D0-72-DC-53-63-3F,
1340,5/10/2023 13:35:56,1696512956,-81,-92,40, ac,Warrane Guest ,86-45-58-22-05-D4,
1354,5/10/2023 13:35:56,1696512956,-93,-94,64, a/n,Global_Students ,1C-E6-C7-3E-60-CD,
1463,5/10/2023 13:35:56,1696512956,-89,-95,40, ac,[Hidden SSID] ,8E-45-58-22-00-17,
1468,5/10/2023 13:35:56,1696512956,-76,-77,11, b/g/n,AT_401_RAC_056905_WW_15cb ,DE-03-98-C7-15-CB,
1491,5/10/2023 13:35:56,1696512956,-76,-77,6, g/n,[Hidden SSID] ,A8-9D-21-5F-4C-94,
1595,5/10/2023 13:35:56,1696512956,-76,-77,11, b/g/n,AT_401_RAC_056905_WW_83c5 ,FA-B9-5A-57-83-C5,
1822,5/10/2023 13:35:56,1696512956,-92,-95,48, ac,[Hidden SSID] ,8A-45-58-1E-FE-05,
1874,5/10/2023 13:35:56,1696512956,-74,-95,108, ac,eduroam ,A0-0F-37-4C-7B-0E,
1922,5/10/2023 13:35:56,1696512956,-83,-81,1, b/g/n,HA Staff ,7E-45-58-1D-FB-E8,
1973,5/10/2023 13:35:56,1696512956,-90,-93,149, a/n,[Hidden SSID] ,1C-E6-C7-3E-61-CA,
2162,5/10/2023 13:35:56,1696512956,-81,-85,2, g/n,Superloop-New College ,D8-38-FC-1F-17-F8,
2178,5/10/2023 13:35:56,1696512956,-82,-82,6, b/g/n,Warrane Staff ,78-45-58-1D-FE-05,
2194,5/10/2023 13:35:56,1696512956,-86,-95,56, ac,Superloop-New College ,D8-38-FC-1F-17-FC,
2364,5/10/2023 13:35:56,1696512956,-89,-95,40, ac,HA Staff ,82-45-58-22-00-17,
2508,5/10/2023 13:35:56,1696512956,-81,-82,11, ac,OPPO x5 ,36-4F-66-D9-4F-EC,
2588,5/10/2023 13:35:56,1696512956,-89,-77,6, b/g/n,HA Staff ,7E-45-58-21-14-96,
2599,5/10/2023 13:35:56,1696512956,-86,-81,1, b/g/n,[Hidden SSID] ,86-45-58-1D-FB-E8,
2752,5/10/2023 13:35:56,1696512956,-87,-93,40, ac,Warrane Guest ,86-45-58-1E-F8-FF,
3090,5/10/2023 13:35:56,1696512956,-82,-95,40, ac,_Superloop-NewCollege5Ghz ,D8-38-FC-DF-18-9C,
3175,5/10/2023 13:35:56,1696512956,-84,-78,1, b/g/n,Warrane Staff ,78-45-58-21-19-4A,
3232,5/10/2023 13:35:56,1696512956,-89,-94,64, a/n,[Hidden SSID] ,1C-E6-C7-3E-60-CA,
3402,5/10/2023 13:35:56,1696512956,-80,-77,6, b/g/n,Warrane Staff ,78-45-58-1D-FF-F6,
3682,5/10/2023 13:35:56,1696512956,-93,-95,149, ac,uniwide ,1C-E6-C7-3E-61-C7,
3914,5/10/2023 13:35:56,1696512956,-85,-95,52, ac,Superloop-New College ,D8-38-FC-0B-22-EC,
4122,5/10/2023 13:35:56,1696512956,-89,-95,60, a/n,[Hidden SSID] ,88-DC-96-03-47-70,
4138,5/10/2023 13:35:56,1696512956,-89,-79,6, b/g/n,Warrane Guest ,82-45-58-21-14-96,
4154,5/10/2023 13:35:56,1696512956,-87,-95,52, ac,eduroam ,A8-9D-21-5F-51-FE,
4337,5/10/2023 13:35:56,1696512956,-77,-79,6, b/g/n,Cafe@new ,F4-92-BF-CD-75-1E,
4410,5/10/2023 13:35:56,1696512956,-93,-95,48, ac,[Hidden SSID] ,8E-45-58-1E-FE-05,
4470,5/10/2023 13:35:56,1696512956,-92,-94,64, ac,eduroam ,1C-E6-C7-3E-60-C6,
4595,5/10/2023 13:35:56,1696512956,-74,-94,100, ac,[Hidden SSID] ,A8-9D-21-5F-4C-9B,
4615,5/10/2023 13:35:56,1696512956,-78,-77,11, b/g/n,AT_401_RAC_056905_WW_f068 ,26-E8-53-37-F0-68,
4716,5/10/2023 13:35:56,1696512956,-89,-95,40, ac,[Hidden SSID] ,8A-45-58-22-00-17,
4723,5/10/2023 13:35:56,1696512956,-84,-78,1, g/n,[Hidden SSID] ,8A-45-58-21-0C-E6,
4890,5/10/2023 13:35:56,1696512956,-83,-78,1, b/g/n,HA Staff ,7E-45-58-21-19-4A,
4981,5/10/2023 13:35:56,1696512956,-90,-94,132, ac,Global_Students ,D0-72-DC-53-63-3D,
5024,5/10/2023 13:35:56,1696512956,-85,-95,40, ac,Warrane Staff ,7E-45-58-1E-FA-37,
5197,5/10/2023 13:35:56,1696512956,-85,-81,1, b/g/n,Warrane Staff ,78-45-58-21-06-91,
5209,5/10/2023 13:35:56,1696512956,-79,-82,11, b/g/n,AT_401_RAC_056905_WW_7640 ,FA-B9-5A-3E-76-40,
5269,5/10/2023 13:35:56,1696512956,-80,-77,6, b/g/n,HA Staff ,7E-45-58-1D-FF-F6,
5285,5/10/2023 13:35:56,1696512956,-83,-94,100, ac,UNSW Guest ,08-CC-68-B4-AF-4C,
5306,5/10/2023 13:35:56,1696512956,-85,-95,157, a/n,Global_Students ,1C-E6-C7-5B-89-3D,
5492,5/10/2023 13:35:56,1696512956,-79,-76,6, b/g/n,Telstra0E3A ,CC-40-D0-E6-C3-C5,
5518,5/10/2023 13:35:56,1696512956,-83,-76,6, b/g/n,[Hidden SSID] ,86-45-58-1D-FE-05,
5940,5/10/2023 13:35:56,1696512956,-71,-77,1, g/n,[Hidden SSID] ,A0-0F-37-4C-7B-04,
5946,5/10/2023 13:35:56,1696512956,-81,-85,2, g/n,NC Admin ,D8-38-FC-5F-17-F8,
5952,5/10/2023 13:35:56,1696512956,-88,-95,52, ac,[Hidden SSID] ,A8-9D-21-5F-51-FB,
5963,5/10/2023 13:35:56,1696512956,-91,-94,64, ac,Global_Students ,1C-E6-C7-3E-60-C5,
6036,5/10/2023 13:35:56,1696512956,-85,-95,56, ac,NC Admin ,D8-38-FC-5F-17-FC,
6131,5/10/2023 13:35:56,1696512956,-83,-78,1, b/g/n,Warrane Guest ,82-45-58-21-19-4A,
6235,5/10/2023 13:35:56,1696512956,-79,-93,157, ac,uniwide ,1C-E6-C7-5B-89-37,
6341,5/10/2023 13:35:56,1696512956,-71,-93,149, ac,LSA Screen Control LR ,78-45-58-45-C1-5D,
6392,5/10/2023 13:35:56,1696512956,-68,-94,100, ac,uniwide ,A8-9D-21-5F-4C-9E,
6429,5/10/2023 13:35:56,1696512956,-83,-95,44, ac,_Superloop-NewCollege5Ghz ,D8-38-FC-F4-90-2C,
6454,5/10/2023 13:35:56,1696512956,-77,-77,6, b/g/n,Warrane Guest ,82-45-58-1D-FF-F6,
6845,5/10/2023 13:35:56,1696512956,-86,-95,40, ac,[Hidden SSID] ,8A-45-58-1E-FA-37,
6854,5/10/2023 13:35:56,1696512956,-70,-77,11, g/n,Global_Students ,A0-0F-37-4C-09-E2,
7049,5/10/2023 13:35:56,1696512956,-85,-95,40, ac,[Hidden SSID] ,8A-45-58-22-19-9E,
7095,5/10/2023 13:35:56,1696512956,-74,-95,108, ac,UNSW Guest ,A0-0F-37-4C-7B-0C,
7116,5/10/2023 13:35:56,1696512956,-88,-95,60, ac,NC Admin ,D8-38-FC-74-8F-7C,
7117,5/10/2023 13:35:56,1696512956,-72,-77,11, b/g/n,AT_401_RAC_056905_WW_b099 ,FA-B9-5A-CB-B0-99,
7157,5/10/2023 13:35:56,1696512956,-73,-82,6, g/n,UNSW Guest ,A8-9D-21-5F-4C-92,
7476,5/10/2023 13:35:56,1696512956,-67,-77,11, b/g/n,AT_401_RAC_056905_WW_1ece ,26-E8-53-38-1E-CE,
7496,5/10/2023 13:35:56,1696512956,-93,-95,149, ac,Global_Students ,1C-E6-C7-3E-61-C5,
7542,5/10/2023 13:35:56,1696512956,-93,-93,40, ac,eduroam ,08-CC-68-B4-92-2F,
7687,5/10/2023 13:35:56,1696512956,-82,-82,6, b/g/n,Warrane Guest ,82-45-58-1D-FE-05,
7704,5/10/2023 13:35:56,1696512956,-79,-94,100, ac,[Hidden SSID] ,08-CC-68-B4-AF-4B,
8024,5/10/2023 13:35:56,1696512956,-79,-93,157, ac,eduroam ,1C-E6-C7-5B-89-36,
8437,5/10/2023 13:35:56,1696512956,-75,-78,1, g/n,[Hidden SSID] ,A0-0F-37-4C-7B-05,
8472,5/10/2023 13:35:56,1696512956,-76,-77,6, b/g/n,HA Staff ,7E-45-58-21-18-F3,
8566,5/10/2023 13:35:56,1696512956,-85,-95,40, ac,[Hidden SSID] ,8E-45-58-22-19-9E,
8580,5/10/2023 13:35:56,1696512956,-69,-94,100, ac,UNSW Guest ,A8-9D-21-5F-4C-9D,
8685,5/10/2023 13:35:56,1696512956,-84,-95,52, ac,UNSW Guest ,A8-9D-21-5F-51-FC,
8694,5/10/2023 13:35:56,1696512956,-86,-81,1, b/g/n,Warrane Staff ,78-45-58-1D-FB-E8,
8717,5/10/2023 13:35:56,1696512956,-85,-95,40, ac,[Hidden SSID] ,8E-45-58-1E-FA-37,
8971,5/10/2023 13:35:56,1696512956,-82,-82,6, b/g/n,HA Staff ,7E-45-58-1D-FE-05,
9075,5/10/2023 13:35:56,1696512956,-85,-95,52, ac,NC Admin ,D8-38-FC-4B-22-EC,
9169,5/10/2023 13:35:56,1696512956,-86,-95,40, ac,HA Staff ,82-45-58-1E-FA-37,
9189,5/10/2023 13:35:56,1696512956,-91,-95,132, ac,[Hidden SSID] ,D0-72-DC-53-63-3A,
9194,5/10/2023 13:35:56,1696512956,-89,-94,104, ac,_Superloop-NewCollege5Ghz ,D8-38-FC-DF-10-AC,
9490,5/10/2023 13:35:56,1696512956,-88,-93,48, ac,_Superloop-NewCollege5Ghz ,D8-38-FC-DF-18-8C,
9503,5/10/2023 13:35:56,1696512956,-70,-95,108, ac,[Hidden SSID] ,A0-0F-37-4C-7B-0B,
9748,5/10/2023 13:35:56,1696512956,-74,-76,6, b/g/n,[Hidden SSID] ,86-45-58-1D-F8-FF,
9856,5/10/2023 13:35:56,1696512956,-82,-78,1, g/n,[Hidden SSID] ,8A-45-58-21-19-4A,
10119,5/10/2023 13:35:56,1696512956,-73,-82,6, g/n,eduroam ,A8-9D-21-5F-4C-90,
10473,5/10/2023 13:35:56,1696512956,-69,-95,108, ac,[Hidden SSID] ,A0-0F-37-4C-7B-0A,
10619,5/10/2023 13:35:56,1696512956,-80,-81,3, g/n,NC Admin ,D8-38-FC-74-90-28,
10622,5/10/2023 13:35:56,1696512956,-72,-77,11, g/n,[Hidden SSID] ,A0-0F-37-4C-09-E4,
10627,5/10/2023 13:35:56,1696512956,-82,-95,44, ac,NC Admin ,D8-38-FC-74-90-2C,
10894,5/10/2023 13:35:56,1696512956,-80,-94,100, ac,[Hidden SSID] ,08-CC-68-B4-AF-4A,
10931,5/10/2023 13:35:56,1696512956,-85,-95,56, ac,_Superloop-NewCollege5Ghz ,D8-38-FC-DF-17-FC,
11012,5/10/2023 13:35:56,1696512956,-90,-94,149, ax,DIRECT-PFLAPTOP-1QJEBLU5msKI ,DE-1B-A1-04-D1-7F,
11055,5/10/2023 13:35:56,1696512956,-88,-95,60, ac,_Superloop-NewCollege5Ghz ,D8-38-FC-F4-8F-7C,
11121,5/10/2023 13:35:56,1696512956,-69,-94,100, ac,Global_Students ,A8-9D-21-5F-4C-9C,
11227,5/10/2023 13:35:56,1696512956,-86,-95,52, ac,Global_Students ,A8-9D-21-5F-51-FD,
11254,5/10/2023 13:35:56,1696512956,-92,-94,64, ac,[Hidden SSID] ,1C-E6-C7-3E-60-C3,
11617,5/10/2023 13:35:56,1696512956,-81,-82,11, g/n,UNSW Guest ,7C-0E-CE-DC-5D-02,
11729,5/10/2023 13:35:56,1696512956,-85,-95,52, ac,[Hidden SSID] ,A8-9D-21-5F-51-FA,
